0,1,21
0,2,31
0,3,15
0,4,14
0,5,82
0,6,41
0,7,15
1,4,17
1,5,17
1,6,17
1,7,17
1,8,17
1,9,17
1,10,58
1,11,84
2,3,26
2,4,26
2,5,26
2,6,26
2,7,26
2,8,26
2,9,26
2,10,26
3,4,63
3,5,63
3,6,63
3,7,63
3,8,63
3,9,63
3,10,63
4,5,90
4,6,90
4,7,90
4,8,90
4,9,90
4,10,90
4,11,89
5,6,54
5,7,54
5,8,54
5,9,54
5,10,54
5,11,54
6,7,54
6,8,54
6,9,54
6,10,54
6,11,54
7,9,36
8,11,23
9,10,8
